source,campaign,region,locality,preferred_doctor_gender,reason_for_visit,patient_insured,number_of_match_results,out_network_results_shown,in_network_results_shown,avg_distance_overall,appointment_requested
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,f,8,0,0,15913.33206,f
facebook,seattle_doctor_patient_acquisition,Seattle,Federal Way,F,Checkup,f,3,0,0,12515.06962,t
facebook,toronto_doctor_patient_acquisition,Chicago,Skokie,No Pref,Specific Treatment,f,9,0,0,7004.678476000001,f
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,9,3,6,10434.39879,f
Direct,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5649.886899,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,7995.341737999999,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,11184.23651,f
facebook,seattle_doctor_patient_acquisition,Seattle,Gig Harbor,No Pref,Urgent Issue,t,2,1,1,19955.10566,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,5,4,17276.91387,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5300.552618,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,9803.880109,f
try.healthcare.com,Unknown,San Diego,San Diego,No Pref,Specific Treatment,f,9,0,0,9604.487336,f
lm.facebook.com,Unknown,Austin,Austin,M,Checkup,t,6,4,2,14741.1149,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,11705.66383,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,3,2,14253.80279,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,3,1,2,16144.33932,f
facebook,seattle_doctor_patient_acquisition,Seattle,Brinnon,No Pref,Urgent Issue,f,0,0,0,,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3833.246886,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,5649.886899,f
facebook,chicago_doctor_patient_acquisition,Chicago,Westchester,No Pref,Checkup,t,9,1,8,14549.6736,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,9084.616508,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,f,9,0,0,3510.539978,f
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,f,9,0,0,12022.22416,f
facebook,chicago_doctor_patient_acquisition,Chicago,Dolton,M,Checkup,t,5,1,4,18238.04876,f
adwords,search_austin_local,Austin,Austin,M,Checkup,t,6,3,3,14710.06297,f
facebook,denver_doctor_patient_acquisition,Denver,Littleton,No Pref,Checkup,t,9,7,2,20650.97984,f
www.healthcare.com,Unknown,Denver,Englewood,No Pref,Checkup,t,9,3,6,15975.772830000002,t
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,7,3,4,17808.54166,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,6400.470497,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,F,Checkup,t,9,1,8,11293.59511,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,7,2,13124.40035,t
SEO - C/S Page,Unknown,Austin,Austin,No Pref,Urgent Issue,f,9,0,0,13393.75828,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,5908.863460000001,f
facebook,austin_doctor_patient_acquisition,Austin,Hutto,F,Checkup,t,2,1,1,23981.2782,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,2,7,17804.38848,t
lm.facebook.com,healthcare_facebook_page,San Jose,San Jose,No Pref,Checkup,t,9,2,7,8903.73724,f
adwords,search_chicago_metro,Chicago,Naperville,No Pref,Urgent Issue,f,9,0,0,14102.94161,f
try.healthcare.com,Unknown,San Francisco,Oakland,No Pref,Checkup,t,7,7,0,23488.10784,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,t,7,7,0,18105.48999,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,9,1,8,16427.38481,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Santa Clara,F,Checkup,t,7,7,0,10041.03551,f
adwords,search_chicago_metro,Chicago,Oak Park,No Pref,Checkup,t,9,0,9,10123.56147,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,3,6,7745.754362000002,f
adwords,search_chicago_local,Chicago,Chicago,No Pref,Urgent Issue,f,9,0,0,13596.65436,t
try.healthcare.com,Unknown,Chicago,Oak Park,No Pref,Checkup,t,9,1,8,14361.45784,f
facebook,seattle_doctor_patient_acquisition,Seattle,Gig Harbor,No Pref,Checkup,t,2,0,2,22322.05513,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Urgent Issue,t,9,5,4,13972.7186,t
facebook,doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,5,4,6575.321061,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Cupertino,No Pref,Checkup,t,9,4,5,15348.046669999998,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Specific Treatment,t,9,3,6,3708.189321,t
drip_gift_card_4,patient_leads_jun_2018,Austin,Austin,No Pref,Checkup,f,9,0,0,13032.40707,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,15139.0969,f
try.healthcare.com,patient_leads_jun_2018,San Francisco,San Francisco,No Pref,Checkup,f,9,0,0,8691.993929,f
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,1,8,14896.62023,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Specific Treatment,f,1,0,0,14704.475230000002,f
facebook,denver_doctor_patient_acquisition,Denver,Greeley,No Pref,Specific Treatment,t,0,0,0,,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,0,9,12212.02247,f
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,7,3,4,17679.03259,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,4051.848523,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,4,1,7892.611577,f
facebook,austin_doctor_patient_acquisition,Austin,Leander,No Pref,Checkup,t,6,4,2,20145.39988,f
www.facebook.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5109.791252,f
facebook,san_diego_doctor_patient_acquisition,San Diego,Chula Vista,F,Checkup,f,2,0,0,20784.61772,f
www.healthcare.com,Unknown,Austin,Leander,No Pref,Checkup,t,6,5,1,19454.08939,f
facebook,seattle_doctor_patient_acquisition,Seattle,Everett,No Pref,Checkup,t,6,0,6,10701.91323,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,7,2,9636.112587,f
try.healthcare.com,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,9,5,4,6095.111931,f
facebook,seattle_doctor_patient_acquisition,Seattle,Lynnwood,No Pref,Checkup,t,9,0,9,12878.32083,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Specific Treatment,t,5,3,2,9171.138201,f
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,8271.299199,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Specific Treatment,t,8,1,7,1421.658583,f
facebook,Unknown,Denver,Thornton,No Pref,Checkup,t,9,6,3,17763.57231,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,11191.16289,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5972.729394,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,7,2,3943.121314,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,7744.546396,f
facebook,seattle_doctor_patient_acquisition,Seattle,Bellevue,No Pref,Checkup,t,9,7,2,6448.800632,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Santa Clara,No Pref,Checkup,f,9,0,0,11920.24337,f
SEO - C/S Page,Unknown,San Francisco,San Bruno,No Pref,Checkup,t,9,7,2,15954.7215,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,5,0,2479.684925,f
adwords,main_chicago,Chicago,Chicago,F,Checkup,t,9,7,2,8936.078424,f
facebook,denver_doctor_patient_acquisition,Denver,Lakewood,M,Checkup,t,8,6,2,14993.55129,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,f,9,0,0,5726.771651,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,2,7,6095.111931,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,t,9,0,9,16322.26443,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,7432.964504,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,3,6,12409.02027,t
instagram.com,Unknown,Austin,Dalhart,No Pref,Checkup,t,0,0,0,,f
Branded - SEO,patient_leads_jun_2018,Denver,Denver,No Pref,Checkup,t,9,9,0,6164.035724,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Milpitas,No Pref,Checkup,f,9,0,0,14719.56346,f
patient_leads_jun_2018,patient_leads_jun_2018,Denver,Denver,No Pref,Checkup,t,9,3,6,7995.341737999999,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,3,6,6142.8565119999985,f
adwords,search_chicago_metro,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2397.230257,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,2079.625122,f
adwords,search_seattle_metro,Seattle,Kirkland,No Pref,Checkup,f,9,0,0,8639.570101000001,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Santa Clara,No Pref,Checkup,t,9,0,9,10758.27448,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,M,Checkup,f,6,0,0,15551.2252,f
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,3,6,1756.4849,t
patient_leads_jun_2018,patient_leads_jun_2018,Seattle,Kirkland,No Pref,Specific Treatment,t,9,3,6,8204.924844,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,0,9,9810.730446,f
facebook,us_doctor_patient_ad_testing,Chicago,Glen Ellyn,No Pref,Checkup,t,7,2,5,10659.14708,f
facebook,austin_doctor_patient_acquisition,Austin,Hutto,F,Checkup,t,2,2,0,23981.2782,f
facebook,toronto_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,1881.976955,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,11577.98199,f
facebook,denver_doctor_patient_acquisition,San Jose,Sunnyvale,F,Specific Treatment,t,6,3,3,14603.03161,f
facebook,chicago_doctor_patient_acquisition,Chicago,Arlington Heights,No Pref,Checkup,f,9,0,0,17149.96952,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,South San Francisco,M,Checkup,f,5,0,0,15411.84413,f
facebook,seattle_doctor_patient_acquisition,Seattle,Bremerton,No Pref,Checkup,t,9,2,7,21954.36277,f
m.facebook.com,Unknown,Austin,Dripping Springs,No Pref,Urgent Issue,t,1,0,1,22890.37911,f
adwords,search_seattle_metro,Seattle,Puyallup,No Pref,Specific Treatment,t,2,0,2,18341.83473,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,2,7,11766.54547,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,4,1,12807.40209,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,t,5,2,3,14317.632419999998,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,15529.79695,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,f,5,0,0,14577.67745,f
www.healthcare.com,Unknown,Austin,Austin,No Pref,Checkup,t,9,4,5,13205.79013,f
facebook,seattle_doctor_patient_acquisition,Seattle,Renton,No Pref,Checkup,t,9,0,9,10369.24529,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,F,Checkup,t,9,3,6,6637.5918619999975,f
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,9,1,8,2353.782747,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,t,5,2,3,13235.54487,f
adwords,search_seattle_metro,Seattle,Renton,No Pref,Checkup,t,9,0,9,9143.70618,t
facebook,seattle_doctor_patient_acquisition,Seattle,Burien,No Pref,Checkup,t,9,0,9,15790.244030000002,f
facebook,austin_doctor_patient_acquisition,Austin,Round Rock,F,Checkup,t,4,3,1,14680.38174,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,8,1,5825.397385,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,8,5,3,10438.66732,f
www.healthcare.com,Unknown,Austin,Pflugerville,No Pref,Checkup,f,8,0,0,16166.66419,t
Patients,Unknown,Austin,Austin,No Pref,Checkup,t,9,0,9,13102.07953,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,1421.658583,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,4,5,8199.904715,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,7,0,0,19088.75288,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,8383.150995,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,t,9,0,9,18144.69484,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,2,7,9373.597714,f
patient_leads_jun_2018,patient_leads_jun_2018,San Jose,San Jose,No Pref,Checkup,t,9,2,7,8903.73724,f
cancellation,new,Denver,Denver,No Pref,Checkup,t,9,3,6,6761.998308,f
adwords,search_chicago_local,Chicago,Chicago,No Pref,Urgent Issue,t,9,6,3,12913.45025,f
www.facebook.com,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6400.206495,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,f,6,0,0,8286.53627,f
adwords,search_chicago_metro,Chicago,Oak Forest,No Pref,Specific Treatment,t,7,0,7,17863.36505,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,F,Checkup,f,9,0,0,7857.124251,f
facebook,seattle_doctor_patient_acquisition,Seattle,Enumclaw,No Pref,Checkup,t,0,0,0,,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,8,1,16390.36066,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,5635.827066,f
Patients,Unknown,Austin,Austin,F,Checkup,f,5,0,0,9406.061541,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,1,8,8208.122792,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Cupertino,No Pref,Checkup,f,9,0,0,8985.098734000001,f
Patients,Unknown,San Francisco,Emeryville,No Pref,Checkup,t,9,2,7,13942.89954,t
facebook,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,4064.110233,t
m.facebook.com,Unknown,Chicago,Chicago,No Pref,Specific Treatment,t,9,8,1,7771.9179870000025,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,1,4,3336.883224,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,12702.46374,f
Branded - Adwords,branded_keywords,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6719.514026999997,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Alameda,No Pref,Checkup,f,9,0,0,12407.96614,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,2720.823072,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,12580.2792,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Corte Madera,F,Checkup,t,5,3,2,17498.387609999998,t
l.facebook.com,healthcare_facebook_page,Austin,Austin,No Pref,Checkup,t,9,7,2,13972.7186,f
adwords,search_chicago_local,Chicago,Chicago,M,Checkup,f,9,0,0,9029.732742,f
adwords,search_seattle_metro,Seattle,Tacoma,No Pref,Specific Treatment,f,2,0,0,16066.78116,f
adwords,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,8,1,5529.785290999999,t
try.healthcare.com,Unknown,San Francisco,Emeryville,F,Specific Treatment,t,5,5,0,14004.92855,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,2799.635272,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bothell,No Pref,Checkup,t,9,1,8,14017.12051,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,7101.819601,f
facebook,chicago_doctor_patient_acquisition,Chicago,Naperville,F,Checkup,t,1,1,0,4800.19868,f
SEO - C/S Page,Unknown,Austin,Leander,No Pref,Specific Treatment,t,5,5,0,20529.35148,f
Patients,Unknown,Austin,Round Rock,No Pref,Checkup,t,8,5,3,14706.77746,f
facebook,chicago_doctor_patient_acquisition,Chicago,Naperville,No Pref,Checkup,t,6,3,3,13926.74009,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Berkeley,No Pref,Checkup,f,8,0,0,16047.68264,f
facebook,chicago_doctor_patient_acquisition,Chicago,Wheaton,No Pref,Checkup,t,7,6,1,11764.00378,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,8,0,7263.521565999998,f
Patients,Unknown,Austin,Austin,No Pref,Checkup,f,9,0,0,12376.06565,t
SEO - C/S Page,Unknown,Austin,Houston,No Pref,Specific Treatment,t,9,7,2,4829.612773,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,6,3,16159.73291,f
adwords,search_seattle_metro,Seattle,Seattle,No Pref,Checkup,t,9,0,9,4864.081189,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Daly City,No Pref,Checkup,t,9,8,1,10400.03469,f
adwords,search_chicago_metro,Chicago,Addison,No Pref,Urgent Issue,t,9,0,9,16348.8151,f
Branded - Adwords,branded_keywords,Austin,Austin,No Pref,Checkup,t,9,7,2,14828.88233,f
Patients,Unknown,Seattle,Woodinville,No Pref,Checkup,t,9,0,9,14084.38927,f
gmail,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,4,5,6561.290829,t
www.healthcare.com,austin_doctor_patient_acquisition,Austin,Buda,No Pref,Checkup,t,4,1,3,11898.2646,f
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,8,8,0,2126.114355,f
try.healthcare.com,Unknown,Chicago,Chicago,M,Checkup,t,9,1,8,3915.453816,f
facebook,san_diego_doctor_patient_acquisition,San Jose,San Jose,No Pref,Specific Treatment,t,9,3,6,8901.858029,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,2725.723626,f
Patients,Unknown,San Diego,San Diego,No Pref,Checkup,t,9,9,0,9426.323373,t
facebook,austin_doctor_patient_acquisition,Austin,San Marcos,M,Checkup,t,1,1,0,23529.64096,f
facebook,seattle_doctor_patient_acquisition,Seattle,Des Moines,No Pref,Checkup,f,9,0,0,15246.01554,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,7744.546396,f
facebook,seattle_doctor_patient_acquisition,Seattle,Lynnwood,No Pref,Checkup,t,9,6,3,13222.88929,f
growsumo,Unknown,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,3875.862997,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Union City,No Pref,Checkup,t,3,3,0,24299.77548,f
adwords,search_sanfrancisco_metro,San Jose,San Jose,F,Urgent Issue,t,7,3,4,10645.08366,f
Direct,Unknown,Seattle,Federal Way,No Pref,Checkup,t,5,4,1,12999.61723,t
SEO - C/S Page,Unknown,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,7731.718031999999,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,1752.618634,f
adwords,search_seattle_local,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9820.435189,t
facebook,seattle_doctor_patient_acquisition,Seattle,Redmond,No Pref,Specific Treatment,t,9,3,6,8052.837579000001,f
facebook,chicago_doctor_patient_acquisition,Chicago,Niles,F,Checkup,t,9,4,5,14455.63517,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,7248.3640730000025,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,1752.618634,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,8,1,5002.885716,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,f,9,0,0,3812.694667,f
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,f,9,0,0,1990.412838,f
adwords,search_sanfrancisco_metro,San Jose,Sunnyvale,No Pref,Checkup,t,9,2,7,11911.36292,f
www.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5143.652974000001,t
growsumo,Unknown,Seattle,Seattle,M,Specific Treatment,t,9,0,9,9106.966742,f
adwords,search_chicago_local,Chicago,Chicago,M,Urgent Issue,t,9,2,7,7404.397061,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,3985.603019,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,7,0,0,13717.74782,t
www.facebook.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,3,6,7952.341023999998,f
Patients,Unknown,Denver,Monument,F,Checkup,f,0,0,0,,f
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,9,3,6,12022.22416,t
facebook,doctor_patient_acquisition,Denver,Aurora,F,Checkup,t,5,5,0,20323.11592,f
www.healthcare.com,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,13183.87577,t
